location-long,location-lat,timestamp
34.945926799999995,-118.8253784,1979-10-26
36.2781331,-121.3025969,1980-01-01
34.809998,-119.10999299999999,1980-04-15
34.811660100000005,-119.14760279999999,1980-05-01
36.578489000000005,-118.2932281,1980-06-07
34.6352801,-119.0511453,1980-06-16
34.44809,-119.24293999999999,1980-07-15
34.44809,-119.24293999999999,1980-07-15
34.811660100000005,-119.14760279999999,1980-07-19
34.811660100000005,-119.14760279999999,1980-08-01
34.898216399999995,-119.3659278,1980-08-01
34.811660100000005,-119.14760279999999,1980-08-10
34.811660100000005,-119.14760279999999,1980-08-14
34.811660100000005,-119.14760279999999,1980-08-14
34.811660100000005,-119.14760279999999,1980-08-14
34.811660100000005,-119.14760279999999,1980-08-14
34.811660100000005,-119.14760279999999,1980-08-14
34.811660100000005,-119.14760279999999,1980-08-15
34.811660100000005,-119.14760279999999,1980-08-16
34.811660100000005,-119.14760279999999,1980-08-23
34.811660100000005,-119.14760279999999,1980-08-23
34.811660100000005,-119.14760279999999,1980-10-11
34.1478436,-118.28985929999999,1981-02-04
34.561762,-119.25314180000001,1981-06-01
34.811660100000005,-119.14760279999999,1981-07-26
34.774966799999994,-118.9691527,1981-08-01
34.811660100000005,-119.14760279999999,1981-08-07
34.811660100000005,-119.14760279999999,1981-08-07
34.811660100000005,-119.14760279999999,1981-08-07
34.811660100000005,-119.14760279999999,1981-08-07
34.8186346,-119.0975851,1981-08-08
34.8983215,-119.3650818,1981-08-10
34.86191420000001,-119.28852079999999,1981-08-26
34.9002926,-119.3678284,1981-08-29
34.82278,-118.94493,1981-09-14
34.82278,-118.94493,1981-09-14
34.811660100000005,-119.14760279999999,1981-10-03
34.6392796,-119.3310274,1981-10-17
34.8777458,-119.3414783,1981-10-18
34.945926799999995,-118.8253784,1981-10-21
34.663200200000006,-118.7293417,1982-02-20
34.662616799999995,-118.72529979999999,1982-02-20
34.8194171,-119.0875483,1982-07-17
34.811660100000005,-119.14760279999999,1982-07-17
34.827473,-119.20783999999999,1982-07-20
34.815895000000005,-119.1279531,1982-07-24
34.811660100000005,-119.14760279999999,1982-07-27
34.813201899999996,-119.1458565,1982-08-22
34.8299565,-119.2024219,1982-08-27
34.8794357,-119.3489027,1982-09-05
34.811660100000005,-119.14760279999999,1982-09-15
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.945926799999995,-118.8253784,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
34.811660100000005,-119.14760279999999,1982-09-28
